RecordType,RecordID,ProjectID,Category,Title,Probability,ImpactEUR,ExposureEUR,SeverityBand,Status,OwnerRole,CreatedDate,LastUpdatedDate,TargetCloseDate,ClosedDate,RootCause,Notes
Risk,RSK002293,PRJ00233,Schedule,Schedule risk – Permits/Consents,0.36,4456732,1587973,Low,Open,Stakeholder Manager,2025-04-12,2025-06-24,,,,
Risk,RSK002294,PRJ00233,Schedule,Schedule risk – Permits/Consents,0.4,6792947,2695516,Medium,Open,Stakeholder Manager,2023-09-05,2023-10-03,,,,
Issue,ISS001533,PRJ00233,Design,Design issue – Inflation/Materials,,,,Minor,Closed,Construction Manager,2023-10-13,2023-12-05,2024-01-24,2023-12-23,Inflation/Materials,
Issue,ISS001534,PRJ00233,Governance,Governance issue – Risk Realised,,,,Minor,Closed,HSE Lead,2025-06-12,2025-09-08,2025-08-10,2025-09-01,Risk Realised,
Issue,ISS001535,PRJ00233,Safety,Safety issue – FX/Imports,,,,Minor,Open,Commercial Manager,2024-09-22,2024-10-13,2025-03-06,,FX/Imports,
Issue,ISS001536,PRJ00233,Procurement,Procurement issue – Inflation/Materials,,,,Minor,Closed,Stakeholder Manager,2023-02-02,2023-04-21,2023-08-07,2023-09-03,Inflation/Materials,
Issue,ISS001537,PRJ00233,Construction,Construction issue – Permits/Consents,,,,Major,Blocked,Consents Lead,2025-09-06,2025-10-04,2025-10-14,,Permits/Consents,
Issue,ISS001538,PRJ00233,Resourcing,Resourcing issue – Procurement/Long Lead,,,,Major,Open,Stakeholder Manager,2024-01-24,2024-03-01,2024-04-07,,Procurement/Long Lead,
Issue,ISS001539,PRJ00233,Resourcing,Resourcing issue – Contractor Capacity,,,,Minor,Closed,HSE Lead,2023-01-16,2023-02-13,2023-02-22,2023-03-15,Contractor Capacity,
Issue,ISS001540,PRJ00233,Construction,Construction issue – Scope Change,,,,Minor,Closed,Consents Lead,2023-07-05,2023-09-09,2023-08-29,2023-09-17,Scope Change,
Issue,ISS001541,PRJ00233,Procurement,Procurement issue – Scope Change,,,,Critical,Closed,HSE Lead,2024-02-26,2024-05-10,2024-08-03,2024-08-12,Scope Change,
Issue,ISS001542,PRJ00233,Governance,Governance issue – Inflation/Materials,,,,Minor,Open,Programme Controls,2023-01-30,2023-03-01,2023-06-05,,Inflation/Materials,
Risk,RSK002295,PRJ00234,Cost,Cost risk – Contractor Capacity,0.5,8740522,4384340,Medium,Open,HSE Lead,2024-10-22,2024-11-15,,,,
Risk,RSK002296,PRJ00234,Supply Chain,Supply Chain risk – Contractor Capacity,0.42,30000000,12631322,High,Mitigating,Commercial Manager,2023-03-31,2023-07-10,,,,
Risk,RSK002297,PRJ00234,Safety,Safety risk – Contractor Capacity,0.18,5149565,925211,Low,Mitigating,Commercial Manager,2023-04-03,2023-04-11,,,,
Risk,RSK002298,PRJ00234,Stakeholder,Stakeholder risk – Contractor Capacity,0.06,3213373,207019,Low,Mitigating,Commercial Manager,2023-06-17,2023-06-22,,,,
Risk,RSK002299,PRJ00234,Technical,Technical risk – Contractor Capacity,0.44,3111284,1365064,Low,Open,Construction Manager,2023-01-14,2023-06-03,,,,
Risk,RSK002300,PRJ00234,Safety,Safety risk – Contractor Capacity,0.47,10000849,4691473,Medium,Mitigating,HSE Lead,2025-02-05,2025-02-12,,,,
Risk,RSK002301,PRJ00234,Cost,Cost risk – Contractor Capacity,0.54,19568997,10594410,High,Closed,PMO Lead,2025-05-11,2025-09-04,,2025-10-30,,
Risk,RSK002302,PRJ00234,Stakeholder,Stakeholder risk – Contractor Capacity,0.17,7216712,1214992,Low,Open,PMO Lead,2023-07-20,2023-08-09,,,,
Risk,RSK002303,PRJ00234,Cost,Cost risk – Contractor Capacity,0.06,6759566,396948,Low,Mitigating,Commercial Manager,2025-02-11,2025-07-26,,,,
Risk,RSK002304,PRJ00234,Cost,Cost risk – Contractor Capacity,0.23,3659445,837828,Low,Open,HSE Lead,2024-06-30,2024-10-01,,,,
Risk,RSK002305,PRJ00234,Technical,Technical risk – Contractor Capacity,0.54,2514893,1362730,Low,Closed,Construction Manager,2024-12-31,2025-03-02,,2025-03-04,,
Issue,ISS001543,PRJ00234,Design,Design issue – Inflation/Materials,,,,Minor,Closed,Construction Manager,2023-03-16,2023-06-11,2023-04-11,2023-04-14,Inflation/Materials,
Issue,ISS001544,PRJ00234,Construction,Construction issue – Design Rework,,,,Minor,Closed,Commercial Manager,2023-02-27,2023-03-02,2023-07-15,2023-07-11,Design Rework,
Issue,ISS001545,PRJ00234,Design,Design issue – Contractor Claims,,,,Minor,Closed,Commercial Manager,2024-02-07,2024-02-19,2024-10-02,2024-06-14,Contractor Claims,
Issue,ISS001546,PRJ00234,Governance,Governance issue – Scope Change,,,,Critical,In Progress,HSE Lead,2024-11-17,2024-12-17,2025-04-12,,Scope Change,
Issue,ISS001547,PRJ00234,Data/Reporting,Data/Reporting issue – Stakeholder/Community,,,,Major,Closed,Programme Controls,2025-07-03,2025-09-08,2025-07-11,2025-07-08,Stakeholder/Community,
Issue,ISS001548,PRJ00234,Resourcing,Resourcing issue – Permits/Consents,,,,Minor,In Progress,Engineering Manager,2023-12-14,2024-01-14,2024-04-12,,Permits/Consents,
Risk,RSK002306,PRJ00235,Schedule,Schedule risk – Design Rework,0.55,6936266,3806408,Medium,Open,PMO Lead,2024-06-29,2024-09-06,,,,
Risk,RSK002307,PRJ00235,Regulatory,Regulatory risk – Design Rework,0.21,3087955,635487,Low,Mitigating,HSE Lead,2023-09-07,2024-01-01,,,,
Risk,RSK002308,PRJ00235,Safety,Safety risk – Design Rework,0.43,5003238,2149889,Medium,Open,Programme Controls,2023-05-02,2023-10-02,,,,
Risk,RSK002309,PRJ00235,Cost,Cost risk – Design Rework,0.28,4579179,1281658,Low,Open,Commercial Manager,2025-08-06,2025-08-27,,,,
Risk,RSK002310,PRJ00235,Schedule,Schedule risk – Design Rework,0.48,4834844,2328451,Medium,Mitigating,Consents Lead,2025-07-26,2025-11-08,,,,
Risk,RSK002311,PRJ00235,Schedule,Schedule risk – Design Rework,0.26,8055796,2132318,Medium,Open,Construction Manager,2023-09-09,2024-02-15,,,,
Risk,RSK002312,PRJ00235,Stakeholder,Stakeholder risk – Design Rework,0.32,8349380,2653391,Medium,Open,Construction Manager,2023-05-12,2023-08-17,,,,
Risk,RSK002313,PRJ00235,Technical,Technical risk – Design Rework,0.54,2593924,1391658,Low,Open,Programme Controls,2024-03-10,2024-04-14,,,,
Risk,RSK002314,PRJ00235,Technical,Technical risk – Design Rework,0.4,11591677,4636640,Medium,Closed,Commercial Manager,2023-06-25,2023-12-05,,2024-01-25,,
Issue,ISS001549,PRJ00235,Resourcing,Resourcing issue – Stakeholder/Community,,,,Minor,Open,Stakeholder Manager,2023-01-16,2023-01-25,2023-06-19,,Stakeholder/Community,
Issue,ISS001550,PRJ00235,Construction,Construction issue – Scope Change,,,,Minor,Closed,PMO Lead,2023-12-07,2023-12-09,2024-05-11,2024-04-27,Scope Change,
Issue,ISS001551,PRJ00235,Data/Reporting,Data/Reporting issue – Design Rework,,,,Critical,Open,Construction Manager,2025-11-17,2025-12-12,2025-12-14,,Design Rework,
Issue,ISS001552,PRJ00235,Safety,Safety issue – Outage Window,,,,Major,Closed,HSE Lead,2025-07-20,2025-07-29,2026-02-18,2025-12-10,Outage Window,
Issue,ISS001553,PRJ00235,Stakeholder,Stakeholder issue – Contractor Claims,,,,Minor,Closed,PMO Lead,2023-04-06,2023-06-08,2023-04-13,2023-04-14,Contractor Claims,
Risk,RSK002315,PRJ00236,Schedule,Schedule risk – Stakeholder/Community,0.18,6971438,1286977,Low,Mitigating,Consents Lead,2023-01-25,2023-02-19,,,,
Risk,RSK002316,PRJ00236,Safety,Safety risk – Stakeholder/Community,0.26,4711219,1204549,Low,Mitigating,Engineering Manager,2024-12-07,2024-12-14,,,,
Risk,RSK002317,PRJ00236,Technical,Technical risk – Stakeholder/Community,0.38,3668070,1391605,Low,Open,Engineering Manager,2025-02-11,2025-04-08,,,,
Risk,RSK002318,PRJ00236,Environmental,Environmental risk – Stakeholder/Community,0.22,6197018,1393129,Low,Mitigating,HSE Lead,2024-03-14,2024-07-30,,,,
Risk,RSK002319,PRJ00236,Technical,Technical risk – Stakeholder/Community,0.16,3814291,620388,Low,Closed,Construction Manager,2025-03-07,2025-03-12,,2025-05-05,,
Risk,RSK002320,PRJ00236,Stakeholder,Stakeholder risk – Stakeholder/Community,0.56,4111855,2320382,Medium,Open,PMO Lead,2024-05-07,2024-10-22,,,,
Risk,RSK002321,PRJ00236,Schedule,Schedule risk – Stakeholder/Community,0.26,5686762,1506541,Low,Mitigating,Engineering Manager,2023-06-01,2023-06-29,,,,
Risk,RSK002322,PRJ00236,Stakeholder,Stakeholder risk – Stakeholder/Community,0.68,7050353,4818917,Medium,Mitigating,PMO Lead,2023-05-27,2023-06-15,,,,
Risk,RSK002323,PRJ00236,Environmental,Environmental risk – Stakeholder/Community,0.35,11414265,3987144,Medium,Open,HSE Lead,2025-03-15,2025-08-28,,,,
Risk,RSK002324,PRJ00236,Environmental,Environmental risk – Stakeholder/Community,0.29,7254190,2129769,Medium,Open,Engineering Manager,2023-01-17,2023-02-07,,,,
Risk,RSK002325,PRJ00236,Cost,Cost risk – Stakeholder/Community,0.25,6988763,1741561,Low,Open,HSE Lead,2025-10-22,2026-01-18,,,,
Risk,RSK002326,PRJ00236,Schedule,Schedule risk – Stakeholder/Community,0.11,1822972,196779,Low,Mitigating,Commercial Manager,2024-03-22,2024-03-28,,,,
Issue,ISS001554,PRJ00236,Stakeholder,Stakeholder issue – Risk Realised,,,,Minor,Closed,Commercial Manager,2025-12-08,2025-12-12,2026-07-01,2026-01-18,Risk Realised,
Issue,ISS001555,PRJ00236,Design,Design issue – Inflation/Materials,,,,Minor,Closed,HSE Lead,2023-01-18,2023-04-09,2023-02-17,2023-02-09,Inflation/Materials,
Issue,ISS001556,PRJ00236,Resourcing,Resourcing issue – Scope Change,,,,Minor,Open,PMO Lead,2023-06-20,2023-06-23,2024-01-25,,Scope Change,
Issue,ISS001557,PRJ00236,Construction,Construction issue – Contractor Capacity,,,,Minor,Open,HSE Lead,2023-10-07,2023-11-30,2023-11-23,,Contractor Capacity,
Issue,ISS001558,PRJ00236,Stakeholder,Stakeholder issue – Weather/Events,,,,Minor,Open,Commercial Manager,2025-09-19,2025-11-28,2025-09-27,,Weather/Events,
Issue,ISS001559,PRJ00236,Governance,Governance issue – FX/Imports,,,,Major,Closed,Construction Manager,2024-11-05,2024-12-12,2024-11-27,2024-12-01,FX/Imports,
Issue,ISS001560,PRJ00236,Resourcing,Resourcing issue – Procurement/Long Lead,,,,Major,Closed,PMO Lead,2024-09-08,2024-10-30,2024-11-03,2024-11-09,Procurement/Long Lead,
Issue,ISS001561,PRJ00236,Design,Design issue – Risk Realised,,,,Minor,Closed,PMO Lead,2023-05-23,2023-08-01,2023-06-07,2023-06-03,Risk Realised,
Issue,ISS001562,PRJ00236,Data/Reporting,Data/Reporting issue – Contractor Capacity,,,,Minor,Open,Commercial Manager,2023-06-05,2023-08-30,2023-12-07,,Contractor Capacity,
Issue,ISS001563,PRJ00236,Governance,Governance issue – Stakeholder/Community,,,,Minor,Open,Engineering Manager,2025-12-21,2026-01-18,2026-06-02,,Stakeholder/Community,
Risk,RSK002327,PRJ00237,Schedule,Schedule risk – Land Access/Wayleaves,0.36,13105482,4761530,Medium,Mitigating,HSE Lead,2023-12-07,2024-05-11,,,,
Risk,RSK002328,PRJ00237,Environmental,Environmental risk – Land Access/Wayleaves,0.34,3443989,1178607,Low,Mitigating,Stakeholder Manager,2023-03-03,2023-04-06,,,,
Risk,RSK002329,PRJ00237,Schedule,Schedule risk – Land Access/Wayleaves,0.05,3826943,195833,Low,Open,Stakeholder Manager,2024-10-15,2024-11-02,,,,
Risk,RSK002330,PRJ00237,Safety,Safety risk – Land Access/Wayleaves,0.38,7138900,2712241,Medium,Open,Construction Manager,2025-09-16,2025-11-01,,,,
Risk,RSK002331,PRJ00237,Technical,Technical risk – Land Access/Wayleaves,0.09,8977285,829831,Low,Open,Construction Manager,2024-12-18,2025-01-28,,,,
Risk,RSK002332,PRJ00237,Supply Chain,Supply Chain risk – Land Access/Wayleaves,0.24,7734264,1835041,Low,Closed,PMO Lead,2023-03-01,2023-03-18,,2023-05-16,,
Risk,RSK002333,PRJ00237,Technical,Technical risk – Land Access/Wayleaves,0.54,6524725,3492269,Medium,Open,Consents Lead,2025-10-12,2025-12-08,,,,
Risk,RSK002334,PRJ00237,Schedule,Schedule risk – Land Access/Wayleaves,0.44,2361186,1043478,Low,Closed,Stakeholder Manager,2023-02-19,2023-05-11,,2023-05-28,,
Issue,ISS001564,PRJ00237,Procurement,Procurement issue – Contractor Capacity,,,,Minor,Open,Programme Controls,2025-10-26,2026-01-11,2026-03-20,,Contractor Capacity,
Issue,ISS001565,PRJ00237,Procurement,Procurement issue – Inflation/Materials,,,,Minor,Closed,Programme Controls,2023-05-17,2023-05-31,2023-10-04,2023-11-07,Inflation/Materials,
Issue,ISS001566,PRJ00237,Procurement,Procurement issue – Productivity Delay,,,,Critical,Closed,Stakeholder Manager,2023-10-16,2023-11-24,2023-10-31,2023-11-03,Productivity Delay,
Issue,ISS001567,PRJ00237,Design,Design issue – Permits/Consents,,,,Critical,Closed,Consents Lead,2023-09-10,2023-11-20,2023-11-07,2023-11-17,Permits/Consents,
Issue,ISS001568,PRJ00237,Design,Design issue – Design Rework,,,,Major,Closed,HSE Lead,2025-04-25,2025-04-26,2025-06-01,2025-06-09,Design Rework,
Issue,ISS001569,PRJ00237,Procurement,Procurement issue – Stakeholder/Community,,,,Major,Open,Consents Lead,2024-10-21,2024-12-30,2024-12-24,,Stakeholder/Community,
Issue,ISS001570,PRJ00237,Procurement,Procurement issue – Permits/Consents,,,,Critical,Closed,Programme Controls,2023-04-09,2023-04-17,2023-07-30,2023-07-19,Permits/Consents,
Risk,RSK002335,PRJ00238,Environmental,Environmental risk – Procurement/Long Lead,0.31,11740993,3651641,Medium,Mitigating,Engineering Manager,2023-03-06,2023-03-08,,,,
Risk,RSK002336,PRJ00238,Supply Chain,Supply Chain risk – Procurement/Long Lead,0.45,2508669,1120878,Low,Open,PMO Lead,2024-10-17,2025-02-18,,,,
Risk,RSK002337,PRJ00238,Environmental,Environmental risk – Procurement/Long Lead,0.26,2967086,772007,Low,Mitigating,Engineering Manager,2024-05-06,2024-10-10,,,,
Risk,RSK002338,PRJ00238,Safety,Safety risk – Procurement/Long Lead,0.61,8198224,5028880,Medium,Open,Stakeholder Manager,2025-08-25,2025-11-01,,,,
Risk,RSK002339,PRJ00238,Supply Chain,Supply Chain risk – Procurement/Long Lead,0.56,3287222,1831362,Low,Mitigating,Engineering Manager,2023-06-14,2023-07-30,,,,
Risk,RSK002340,PRJ00238,Safety,Safety risk – Procurement/Long Lead,0.7,5623447,3917742,Medium,Open,Commercial Manager,2023-02-21,2023-03-24,,,,
Risk,RSK002341,PRJ00238,Environmental,Environmental risk – Procurement/Long Lead,0.67,9614099,6468923,Medium,Open,Construction Manager,2024-09-15,2024-11-10,,,,
Risk,RSK002342,PRJ00238,Environmental,Environmental risk – Procurement/Long Lead,0.44,4516653,1965615,Low,Open,HSE Lead,2023-06-21,2023-06-27,,,,
Risk,RSK002343,PRJ00238,Safety,Safety risk – Procurement/Long Lead,0.51,1809685,919286,Low,Open,Consents Lead,2023-11-01,2024-02-27,,,,
Issue,ISS001571,PRJ00238,Resourcing,Resourcing issue – Productivity Delay,,,,Minor,Closed,Programme Controls,2023-03-25,2023-05-14,2023-08-29,2023-08-02,Productivity Delay,
Issue,ISS001572,PRJ00238,Construction,Construction issue – Contractor Capacity,,,,Major,Open,HSE Lead,2024-07-07,2024-07-17,2024-12-31,,Contractor Capacity,
Issue,ISS001573,PRJ00238,Design,Design issue – Inflation/Materials,,,,Major,Open,Consents Lead,2024-06-06,2024-07-04,2024-08-18,,Inflation/Materials,
Issue,ISS001574,PRJ00238,Construction,Construction issue – Productivity Delay,,,,Critical,Closed,HSE Lead,2024-04-22,2024-06-22,2024-05-22,2024-06-06,Productivity Delay,
Issue,ISS001575,PRJ00238,Stakeholder,Stakeholder issue – Contractor Claims,,,,Critical,Closed,Construction Manager,2024-10-19,2025-01-11,2025-06-05,2025-03-02,Contractor Claims,
Issue,ISS001576,PRJ00238,Governance,Governance issue – Inflation/Materials,,,,Minor,In Progress,Engineering Manager,2025-08-16,2025-11-08,2025-10-17,,Inflation/Materials,
Issue,ISS001577,PRJ00238,Resourcing,Resourcing issue – Procurement/Long Lead,,,,Critical,Closed,HSE Lead,2024-04-21,2024-06-29,2024-07-07,2024-07-21,Procurement/Long Lead,
Issue,ISS001578,PRJ00238,Design,Design issue – Scope Change,,,,Minor,Closed,Programme Controls,2025-07-01,2025-09-20,2025-07-06,2025-07-04,Scope Change,
Issue,ISS001579,PRJ00238,Construction,Construction issue – Permits/Consents,,,,Minor,Open,Stakeholder Manager,2024-09-10,2024-10-15,2025-01-25,,Permits/Consents,
Risk,RSK002344,PRJ00239,Technical,Technical risk – Contractor Capacity,0.29,3959577,1143941,Low,Open,Stakeholder Manager,2024-08-21,2024-12-13,,,,
Risk,RSK002345,PRJ00239,Technical,Technical risk – Contractor Capacity,0.26,2118123,557899,Low,Closed,Construction Manager,2025-08-03,2025-12-08,,2026-01-18,,
Risk,RSK002346,PRJ00239,Safety,Safety risk – Contractor Capacity,0.52,10312518,5343069,Medium,Closed,Stakeholder Manager,2023-02-06,2023-07-16,,2023-08-05,,
Risk,RSK002347,PRJ00239,Technical,Technical risk – Contractor Capacity,0.12,6372877,741367,Low,Mitigating,Stakeholder Manager,2024-06-26,2024-07-04,,,,
Risk,RSK002348,PRJ00239,Stakeholder,Stakeholder risk – Contractor Capacity,0.12,3100661,370442,Low,Mitigating,PMO Lead,2025-07-12,2026-01-07,,,,
Risk,RSK002349,PRJ00239,Environmental,Environmental risk – Contractor Capacity,0.29,2152154,615372,Low,Closed,Construction Manager,2024-03-31,2024-09-19,,2024-10-27,,
Risk,RSK002350,PRJ00239,Supply Chain,Supply Chain risk – Contractor Capacity,0.21,2651622,567847,Low,Open,Consents Lead,2024-06-27,2024-12-02,,,,
Risk,RSK002351,PRJ00239,Stakeholder,Stakeholder risk – Contractor Capacity,0.37,4527886,1681091,Low,Closed,Stakeholder Manager,2024-12-11,2025-01-28,,2025-02-07,,
Risk,RSK002352,PRJ00239,Technical,Technical risk – Contractor Capacity,0.16,9336284,1477517,Low,Closed,PMO Lead,2024-08-06,2024-09-08,,2024-10-27,,
Risk,RSK002353,PRJ00239,Schedule,Schedule risk – Contractor Capacity,0.22,9490034,2086925,Medium,Closed,Stakeholder Manager,2024-03-09,2024-08-07,,2024-08-26,,
Risk,RSK002354,PRJ00239,Safety,Safety risk – Contractor Capacity,0.36,2749449,990943,Low,Open,Stakeholder Manager,2024-10-14,2025-01-28,,,,
Risk,RSK002355,PRJ00239,Supply Chain,Supply Chain risk – Contractor Capacity,0.3,1681652,512442,Low,Closed,Construction Manager,2024-03-22,2024-09-05,,2024-09-12,,
Risk,RSK002356,PRJ00239,Supply Chain,Supply Chain risk – Contractor Capacity,0.14,7993119,1156181,Low,Closed,HSE Lead,2025-07-27,2026-01-18,,2026-01-18,,
Issue,ISS001580,PRJ00239,Design,Design issue – Productivity Delay,,,,Minor,In Progress,Engineering Manager,2024-09-19,2024-11-04,2025-05-16,,Productivity Delay,
Issue,ISS001581,PRJ00239,Procurement,Procurement issue – Land Access/Wayleaves,,,,Minor,Closed,HSE Lead,2024-04-27,2024-05-28,2024-05-08,2024-05-05,Land Access/Wayleaves,
Issue,ISS001582,PRJ00239,Resourcing,Resourcing issue – Productivity Delay,,,,Critical,Closed,Stakeholder Manager,2024-12-23,2025-01-07,2025-01-27,2025-02-06,Productivity Delay,
Risk,RSK002357,PRJ00240,Environmental,Environmental risk – Procurement/Long Lead,0.26,5364252,1409217,Low,Open,PMO Lead,2025-03-05,2025-08-09,,,,
Risk,RSK002358,PRJ00240,Cost,Cost risk – Procurement/Long Lead,0.3,2900126,877422,Low,Open,HSE Lead,2023-04-08,2023-06-30,,,,
Risk,RSK002359,PRJ00240,Cost,Cost risk – Procurement/Long Lead,0.59,2894582,1703221,Low,Open,HSE Lead,2023-07-31,2023-11-08,,,,
Risk,RSK002360,PRJ00240,Stakeholder,Stakeholder risk – Procurement/Long Lead,0.63,2484397,1575178,Low,Mitigating,Consents Lead,2024-10-08,2025-01-17,,,,
Risk,RSK002361,PRJ00240,Stakeholder,Stakeholder risk – Procurement/Long Lead,0.68,8539115,5841816,Medium,Mitigating,Construction Manager,2025-09-21,2026-01-18,,,,
Risk,RSK002362,PRJ00240,Environmental,Environmental risk – Procurement/Long Lead,0.33,3728373,1247575,Low,Mitigating,PMO Lead,2025-05-05,2025-10-17,,,,
Risk,RSK002363,PRJ00240,Cost,Cost risk – Procurement/Long Lead,0.4,1550179,625098,Low,Mitigating,Commercial Manager,2025-08-01,2026-01-15,,,,
Risk,RSK002364,PRJ00240,Environmental,Environmental risk – Procurement/Long Lead,0.51,4217756,2162869,Medium,Open,Commercial Manager,2025-04-05,2025-07-16,,,,
Risk,RSK002365,PRJ00240,Stakeholder,Stakeholder risk – Procurement/Long Lead,0.24,2278236,551972,Low,Mitigating,HSE Lead,2025-02-26,2025-07-09,,,,
Risk,RSK002366,PRJ00240,Stakeholder,Stakeholder risk – Procurement/Long Lead,0.2,4817721,973553,Low,Mitigating,Programme Controls,2025-10-21,2026-01-18,,,,
Risk,RSK002367,PRJ00240,Cost,Cost risk – Procurement/Long Lead,0.17,3393265,586911,Low,Open,Engineering Manager,2025-03-30,2025-07-05,,,,
Issue,ISS001583,PRJ00240,Construction,Construction issue – Productivity Delay,,,,Major,In Progress,HSE Lead,2023-05-16,2023-07-07,2023-12-16,,Productivity Delay,
Issue,ISS001584,PRJ00240,Design,Design issue – Contractor Capacity,,,,Minor,Blocked,Commercial Manager,2024-12-29,2025-02-23,2025-05-25,,Contractor Capacity,
Issue,ISS001585,PRJ00240,Resourcing,Resourcing issue – Procurement/Long Lead,,,,Major,Open,Commercial Manager,2024-04-08,2024-06-11,2024-04-17,,Procurement/Long Lead,
