MilestoneID,ProjectID,MilestoneName,MilestonePhase,BaselineDate,ForecastDate,ActualDate,MilestoneStatus,DelayReason,OwnerRole
MS00228_034,PRJ00228,Planning Approval,Planning & Consents,2027-12-09,2027-11-27,2026-01-18,Completed,,Consents Lead
MS00228_035,PRJ00228,Construction Start,Construction,2027-12-21,2028-01-02,,Due,,HSE Lead
MS00228_036,PRJ00228,Contract Award,Procurement,2028-01-10,2028-01-25,2026-01-18,Completed,,Construction Manager
MS00228_037,PRJ00228,Route / Solution Selection,Planning & Consents,2028-02-05,2028-02-22,,Due,,Stakeholder Manager
MS00228_038,PRJ00228,Energisation,Commissioning,2028-02-22,2028-02-26,,Due,,PMO Lead
MS00228_039,PRJ00228,Foundation Complete,Construction,2028-03-04,2028-02-21,,Due,,Stakeholder Manager
MS00228_040,PRJ00228,Handover to Operations,Commissioning,2028-03-08,2028-03-17,,Due,,PMO Lead
MS00228_041,PRJ00228,Civils Complete,Construction,2028-03-23,2028-04-05,,Due,,Consents Lead
MS00228_042,PRJ00228,Energisation,Commissioning,2028-03-24,2028-03-27,,Due,,Consents Lead
MS00228_043,PRJ00228,Secondary / Protection Installed,Construction,2028-04-12,2028-04-19,,Due,,Programme Controls
MS00228_044,PRJ00228,Design Freeze,Design,2028-05-24,2028-05-12,,Due,,HSE Lead
MS00228_045,PRJ00228,Equipment Delivered,Procurement,2028-06-08,2028-06-15,,Due,,Engineering Manager
MS00228_046,PRJ00228,Planning Approval,Planning & Consents,2028-06-12,2028-06-16,,Due,,Consents Lead
MS00228_047,PRJ00228,Energisation,Commissioning,2028-06-19,2028-06-07,,Due,,Construction Manager
MS00228_048,PRJ00228,Civils Complete,Construction,2028-07-14,2028-07-28,,Due,,HSE Lead
MS00228_049,PRJ00228,Construction Start,Construction,2028-08-02,2028-07-31,,Due,,PMO Lead
MS00228_050,PRJ00228,Foundation Complete,Construction,2028-08-31,2028-09-10,,Due,,HSE Lead
MS00228_051,PRJ00228,Civils Complete,Construction,2028-09-12,2028-09-26,,Due,,Construction Manager
MS00228_052,PRJ00228,Construction Start,Construction,2028-09-22,2028-10-03,,Due,,Engineering Manager
MS00229_001,PRJ00229,Secondary / Protection Installed,Construction,2024-10-18,2024-11-06,2024-11-01,Completed,,Programme Controls
MS00229_002,PRJ00229,Contract Award,Procurement,2024-10-19,2024-10-20,2024-10-28,Completed,,Stakeholder Manager
MS00229_003,PRJ00229,Equipment Delivered,Procurement,2024-10-22,2024-10-21,,Late,Permits/Consents,Stakeholder Manager
MS00229_004,PRJ00229,Primary Plant Installed,Construction,2024-10-26,2024-10-14,2024-10-18,Completed,,PMO Lead
MS00229_005,PRJ00229,Energisation,Commissioning,2024-10-29,2024-11-21,,Late,Permits/Consents,HSE Lead
MS00229_006,PRJ00229,Civils Complete,Construction,2024-10-29,2024-10-27,2024-10-21,Completed,,HSE Lead
MS00229_007,PRJ00229,Tender Issued,Procurement,2024-11-04,2024-11-27,2024-11-26,Completed,,Consents Lead
MS00229_008,PRJ00229,Secondary / Protection Installed,Construction,2024-11-08,2024-12-07,2024-11-29,Completed,,Construction Manager
MS00229_009,PRJ00229,Secondary / Protection Installed,Construction,2024-11-28,2024-12-25,2024-12-27,Completed,,Programme Controls
MS00229_010,PRJ00229,Land Access Secured,Planning & Consents,2024-12-02,2024-12-07,2024-12-07,Completed,,Programme Controls
MS00229_011,PRJ00229,Civils Complete,Construction,2024-12-06,2024-12-04,2024-12-04,Completed,,Commercial Manager
MS00229_012,PRJ00229,Primary Plant Installed,Construction,2024-12-07,2024-12-04,2024-12-02,Completed,,Engineering Manager
MS00229_013,PRJ00229,Detailed Design Complete,Design,2024-12-19,2025-01-25,,Late,Permits/Consents,Stakeholder Manager
MS00229_014,PRJ00229,Detailed Design Complete,Design,2024-12-27,2024-12-30,2024-12-31,Completed,,Programme Controls
MS00229_015,PRJ00229,Contract Award,Procurement,2024-12-28,2025-01-20,2025-01-26,Completed,,HSE Lead
MS00229_016,PRJ00229,Route / Solution Selection,Planning & Consents,2024-12-28,2025-01-11,,Late,Permits/Consents,Stakeholder Manager
MS00229_017,PRJ00229,Concept Design Complete,Design,2024-12-30,2024-12-29,,Late,Permits/Consents,HSE Lead
MS00229_018,PRJ00229,Foundation Complete,Construction,2024-12-31,2025-01-02,2024-12-17,Completed,,HSE Lead
MS00229_019,PRJ00229,Contract Award,Procurement,2025-01-05,2025-01-30,2025-01-31,Completed,,HSE Lead
MS00229_020,PRJ00229,Route / Solution Selection,Planning & Consents,2025-01-11,2025-01-18,2025-01-18,Completed,,Consents Lead
MS00229_021,PRJ00229,Planning Approval,Planning & Consents,2025-01-21,2025-01-20,2025-01-17,Completed,,Consents Lead
MS00229_022,PRJ00229,Planning Submission,Planning & Consents,2025-01-30,2025-01-23,2025-01-29,Completed,,PMO Lead
MS00229_023,PRJ00229,Equipment Delivered,Procurement,2025-02-20,2025-03-03,2025-02-23,Completed,,Stakeholder Manager
MS00229_024,PRJ00229,Route / Solution Selection,Planning & Consents,2025-03-16,2025-03-14,2025-03-08,Completed,,Consents Lead
MS00229_025,PRJ00229,Secondary / Protection Installed,Construction,2025-03-23,2025-04-08,2025-04-10,Completed,,Commercial Manager
MS00229_026,PRJ00229,Planning Approval,Planning & Consents,2025-03-29,2025-05-15,2025-05-20,Completed,,PMO Lead
MS00229_027,PRJ00229,Equipment Delivered,Procurement,2025-04-21,2025-05-05,2025-05-18,Completed,,HSE Lead
MS00229_028,PRJ00229,Land Access Secured,Planning & Consents,2025-04-23,2025-05-28,,Late,Permits/Consents,PMO Lead
MS00229_029,PRJ00229,Land Access Secured,Planning & Consents,2025-05-16,2025-05-11,2025-05-05,Completed,,Commercial Manager
MS00229_030,PRJ00229,Testing & Commissioning Start,Commissioning,2025-05-22,2025-06-08,2025-05-28,Completed,,Commercial Manager
MS00229_031,PRJ00229,Construction Start,Construction,2025-07-18,2025-08-13,2025-08-14,Completed,,Commercial Manager
MS00229_032,PRJ00229,Design Freeze,Design,2025-08-02,2025-08-30,2025-08-21,Completed,,Consents Lead
MS00229_033,PRJ00229,Environmental Surveys Complete,Planning & Consents,2025-08-19,2025-09-14,,Late,Permits/Consents,Stakeholder Manager
MS00229_034,PRJ00229,Design Freeze,Design,2025-08-28,2025-09-03,2025-08-31,Completed,,Engineering Manager
MS00229_035,PRJ00229,Detailed Design Complete,Design,2025-09-15,2025-10-05,,Late,Permits/Consents,Stakeholder Manager
MS00229_036,PRJ00229,Equipment Delivered,Procurement,2025-09-21,2025-09-11,,Late,Permits/Consents,HSE Lead
MS00229_037,PRJ00229,Concept Design Complete,Design,2025-11-04,2025-12-06,2025-12-08,Completed,,Commercial Manager
MS00229_038,PRJ00229,Energisation,Commissioning,2025-11-21,2025-11-12,2025-11-09,Completed,,PMO Lead
MS00229_039,PRJ00229,Construction Start,Construction,2025-11-24,2025-12-20,,Late,Permits/Consents,Consents Lead
MS00229_040,PRJ00229,Civils Complete,Construction,2025-11-30,2025-12-23,2025-12-26,Completed,,Programme Controls
MS00229_041,PRJ00229,Route / Solution Selection,Planning & Consents,2025-12-04,2025-12-27,2025-12-27,Completed,,Construction Manager
MS00229_042,PRJ00229,Land Access Secured,Planning & Consents,2025-12-05,2026-01-13,2026-01-09,Completed,,Construction Manager
MS00229_043,PRJ00229,As-built Documentation Complete,Commissioning,2026-01-20,2026-02-12,,Due,,Programme Controls
MS00229_044,PRJ00229,Secondary / Protection Installed,Construction,2026-01-28,2026-01-16,2026-01-12,Completed,,Engineering Manager
MS00229_045,PRJ00229,Closeout & Benefits Review,Commissioning,2026-02-02,2026-02-17,,Due,,Commercial Manager
MS00229_046,PRJ00229,Equipment Delivered,Procurement,2026-02-08,2026-01-27,,Due,,Programme Controls
MS00229_047,PRJ00229,Planning Approval,Planning & Consents,2026-04-04,2026-04-09,,Due,,Consents Lead
MS00229_048,PRJ00229,Closeout & Benefits Review,Commissioning,2026-04-15,2026-04-14,,Due,,Engineering Manager
MS00229_049,PRJ00229,Secondary / Protection Installed,Construction,2026-04-17,2026-05-03,,Due,,Commercial Manager
MS00230_001,PRJ00230,Energisation,Commissioning,2026-03-10,2026-03-28,,Due,,Engineering Manager
MS00230_002,PRJ00230,Land Access Secured,Planning & Consents,2026-03-12,2026-03-09,,Due,,HSE Lead
MS00230_003,PRJ00230,Concept Design Complete,Design,2026-03-18,2026-04-06,,Due,,PMO Lead
MS00230_004,PRJ00230,Concept Design Complete,Design,2026-03-21,2026-04-29,,Due,,Programme Controls
MS00230_005,PRJ00230,Energisation,Commissioning,2026-07-06,2026-07-11,,Due,,Commercial Manager
MS00230_006,PRJ00230,Energisation,Commissioning,2026-09-21,2026-09-17,,Due,,Engineering Manager
MS00230_007,PRJ00230,Concept Design Complete,Design,2026-09-28,2026-10-26,,Due,,Stakeholder Manager
MS00230_008,PRJ00230,Land Access Secured,Planning & Consents,2026-10-30,2026-10-23,2026-01-18,Completed,,Construction Manager
MS00230_009,PRJ00230,Testing & Commissioning Start,Commissioning,2026-11-18,2026-12-24,,Due,,Consents Lead
MS00230_010,PRJ00230,Contract Award,Procurement,2027-01-06,2027-01-05,,Due,,Construction Manager
MS00230_011,PRJ00230,Foundation Complete,Construction,2027-01-17,2027-01-13,,Due,,Consents Lead
MS00230_012,PRJ00230,Land Access Secured,Planning & Consents,2027-01-20,2027-03-05,,Due,,Construction Manager
MS00230_013,PRJ00230,Site Mobilisation,Construction,2027-04-03,2027-04-15,,Due,,PMO Lead
MS00230_014,PRJ00230,Civils Complete,Construction,2027-04-25,2027-05-27,,Due,,Consents Lead
MS00230_015,PRJ00230,Long-lead Equipment Ordered,Procurement,2027-05-05,2027-05-11,,Due,,Stakeholder Manager
MS00230_016,PRJ00230,Testing & Commissioning Start,Commissioning,2027-05-15,2027-05-19,,Due,,Stakeholder Manager
MS00230_017,PRJ00230,Site Mobilisation,Construction,2027-06-27,2027-06-15,,Due,,Commercial Manager
MS00230_018,PRJ00230,Equipment Delivered,Procurement,2027-07-21,2027-08-12,,Due,,PMO Lead
MS00230_019,PRJ00230,Environmental Surveys Complete,Planning & Consents,2027-07-23,2027-08-04,,Due,,Stakeholder Manager
MS00230_020,PRJ00230,Civils Complete,Construction,2027-08-10,2027-08-14,,Due,,Construction Manager
MS00230_021,PRJ00230,Long-lead Equipment Ordered,Procurement,2027-10-11,2027-10-26,2026-01-18,Completed,,Engineering Manager
MS00230_022,PRJ00230,Construction Start,Construction,2027-10-17,2027-10-24,,Due,,Commercial Manager
MS00230_023,PRJ00230,Construction Start,Construction,2027-11-24,2027-11-15,2026-01-18,Completed,,Programme Controls
MS00230_024,PRJ00230,Design Freeze,Design,2027-12-02,2027-12-14,,Due,,PMO Lead
MS00230_025,PRJ00230,Tender Issued,Procurement,2028-01-04,2028-01-07,,Due,,Consents Lead
MS00230_026,PRJ00230,Detailed Design Complete,Design,2028-01-20,2028-02-07,2026-01-18,Completed,,Consents Lead
MS00230_027,PRJ00230,Tender Issued,Procurement,2028-01-23,2028-01-25,2026-01-18,Completed,,Engineering Manager
MS00230_028,PRJ00230,Energisation,Commissioning,2028-02-15,2028-02-14,,Due,,Stakeholder Manager
MS00230_029,PRJ00230,Design Freeze,Design,2028-02-15,2028-02-12,,Due,,Programme Controls
MS00230_030,PRJ00230,Planning Submission,Planning & Consents,2028-02-25,2028-02-17,,Due,,Construction Manager
MS00230_031,PRJ00230,Planning Approval,Planning & Consents,2028-02-29,2028-02-27,,Due,,HSE Lead
MS00230_032,PRJ00230,Environmental Surveys Complete,Planning & Consents,2028-03-01,2028-03-14,,Due,,Commercial Manager
MS00230_033,PRJ00230,Tender Issued,Procurement,2028-04-04,2028-03-29,2026-01-18,Completed,,PMO Lead
MS00230_034,PRJ00230,Land Access Secured,Planning & Consents,2028-06-07,2028-05-26,,Due,,Commercial Manager
MS00230_035,PRJ00230,Site Mobilisation,Construction,2028-06-28,2028-07-17,,Due,,Consents Lead
MS00230_036,PRJ00230,Concept Design Complete,Design,2028-08-01,2028-08-05,,Due,,Programme Controls
MS00230_037,PRJ00230,Closeout & Benefits Review,Commissioning,2028-09-04,2028-09-22,2026-01-18,Completed,,Engineering Manager
MS00230_038,PRJ00230,Contract Award,Procurement,2028-10-02,2028-10-04,,Due,,HSE Lead
MS00230_039,PRJ00230,Route / Solution Selection,Planning & Consents,2028-10-24,2028-10-21,,Due,,Consents Lead
MS00230_040,PRJ00230,Detailed Design Complete,Design,2028-11-28,2028-11-16,,Due,,Commercial Manager
MS00230_041,PRJ00230,Environmental Surveys Complete,Planning & Consents,2028-12-25,2028-12-13,,Due,,Commercial Manager
MS00230_042,PRJ00230,Design Freeze,Design,2029-02-12,2029-02-04,,Due,,PMO Lead
MS00230_043,PRJ00230,As-built Documentation Complete,Commissioning,2029-03-04,2029-03-14,,Due,,Commercial Manager
MS00230_044,PRJ00230,Land Access Secured,Planning & Consents,2029-04-13,2029-04-17,,Due,,PMO Lead
MS00230_045,PRJ00230,Primary Plant Installed,Construction,2029-04-20,2029-04-10,2026-01-18,Completed,,Consents Lead
MS00230_046,PRJ00230,Energisation,Commissioning,2029-04-29,2029-04-17,2026-01-18,Completed,,Consents Lead
MS00230_047,PRJ00230,Tender Issued,Procurement,2029-05-13,2029-05-26,,Due,,HSE Lead
MS00230_048,PRJ00230,Contract Award,Procurement,2029-07-22,2029-08-11,,Due,,PMO Lead
MS00230_049,PRJ00230,Planning Submission,Planning & Consents,2029-08-07,2029-08-28,2026-01-18,Completed,,Consents Lead
MS00230_050,PRJ00230,Long-lead Equipment Ordered,Procurement,2029-09-12,2029-09-03,,Due,,HSE Lead
MS00230_051,PRJ00230,Equipment Delivered,Procurement,2029-10-28,2029-11-19,,Due,,Engineering Manager
MS00231_001,PRJ00231,As-built Documentation Complete,Commissioning,2023-09-30,2023-09-27,2023-09-30,Completed,,Engineering Manager
MS00231_002,PRJ00231,Closeout & Benefits Review,Commissioning,2023-10-03,2023-09-21,,Late,Permits/Consents,PMO Lead
MS00231_003,PRJ00231,Environmental Surveys Complete,Planning & Consents,2023-10-29,2023-10-31,2023-10-30,Completed,,Construction Manager
MS00231_004,PRJ00231,Contract Award,Procurement,2023-11-13,2023-12-01,,Late,Permits/Consents,Construction Manager
MS00231_005,PRJ00231,Construction Start,Construction,2023-12-15,2024-01-06,2024-01-06,Completed,,Engineering Manager
MS00231_006,PRJ00231,Handover to Operations,Commissioning,2023-12-30,2024-01-07,2024-01-16,Completed,,Consents Lead
MS00231_007,PRJ00231,Detailed Design Complete,Design,2024-01-04,2023-12-31,2024-01-12,Completed,,Commercial Manager
MS00231_008,PRJ00231,Secondary / Protection Installed,Construction,2024-02-04,2024-02-09,2024-02-09,Completed,,Consents Lead
MS00231_009,PRJ00231,Energisation,Commissioning,2024-02-05,2024-02-01,,Late,Permits/Consents,HSE Lead
MS00231_010,PRJ00231,Land Access Secured,Planning & Consents,2024-02-07,2024-01-26,2024-01-24,Completed,,Consents Lead
MS00231_011,PRJ00231,Detailed Design Complete,Design,2024-02-20,2024-02-12,2024-02-02,Completed,,Construction Manager
MS00231_012,PRJ00231,Contract Award,Procurement,2024-03-13,2024-03-27,2024-04-03,Completed,,Consents Lead
MS00231_013,PRJ00231,Energisation,Commissioning,2024-03-28,2024-03-30,2024-04-03,Completed,,Commercial Manager
MS00231_014,PRJ00231,As-built Documentation Complete,Commissioning,2024-04-10,2024-04-11,2024-04-13,Completed,,Construction Manager
MS00231_015,PRJ00231,Planning Approval,Planning & Consents,2024-06-09,2024-07-03,2024-07-09,Completed,,PMO Lead
MS00231_016,PRJ00231,Contract Award,Procurement,2024-07-20,2024-07-11,2024-07-12,Completed,,Stakeholder Manager
MS00231_017,PRJ00231,Tender Issued,Procurement,2024-07-30,2024-07-22,2024-07-08,Completed,,Engineering Manager
MS00231_018,PRJ00231,Stakeholder Engagement Plan,Planning & Consents,2024-09-11,2024-09-22,2024-09-20,Completed,,PMO Lead
MS00231_019,PRJ00231,Equipment Delivered,Procurement,2024-09-11,2024-09-06,2024-08-29,Completed,,HSE Lead
MS00231_020,PRJ00231,Concept Design Complete,Design,2024-10-31,2024-10-26,2024-10-24,Completed,,Engineering Manager
MS00231_021,PRJ00231,Energisation,Commissioning,2024-11-13,2024-12-14,,Late,Permits/Consents,Consents Lead
MS00231_022,PRJ00231,Route / Solution Selection,Planning & Consents,2024-12-12,2024-12-01,2024-12-03,Completed,,Commercial Manager
MS00231_023,PRJ00231,Environmental Surveys Complete,Planning & Consents,2025-02-23,2025-02-17,2025-02-22,Completed,,Stakeholder Manager
MS00231_024,PRJ00231,Planning Approval,Planning & Consents,2025-03-06,2025-03-19,2025-03-18,Completed,,Commercial Manager
MS00231_025,PRJ00231,Environmental Surveys Complete,Planning & Consents,2025-03-29,2025-04-03,2025-03-27,Completed,,HSE Lead
MS00231_026,PRJ00231,Contract Award,Procurement,2025-04-09,2025-03-28,2025-03-09,Completed,,PMO Lead
MS00231_027,PRJ00231,Environmental Surveys Complete,Planning & Consents,2025-04-16,2025-05-21,2025-05-28,Completed,,Commercial Manager
MS00231_028,PRJ00231,Secondary / Protection Installed,Construction,2025-09-11,2025-09-04,2025-09-12,Completed,,HSE Lead
MS00231_029,PRJ00231,Contract Award,Procurement,2025-11-02,2025-11-04,2025-11-05,Completed,,Engineering Manager
MS00231_030,PRJ00231,Environmental Surveys Complete,Planning & Consents,2025-11-15,2025-11-28,,Late,Permits/Consents,Construction Manager
MS00231_031,PRJ00231,Construction Start,Construction,2025-11-30,2026-01-10,2026-01-12,Completed,,Commercial Manager
MS00231_032,PRJ00231,Energisation,Commissioning,2025-12-09,2025-12-08,2025-12-07,Completed,,HSE Lead
MS00231_033,PRJ00231,Planning Approval,Planning & Consents,2025-12-16,2025-12-07,,Late,Permits/Consents,Stakeholder Manager
MS00231_034,PRJ00231,Closeout & Benefits Review,Commissioning,2025-12-26,2026-01-09,2026-01-14,Completed,,Construction Manager
MS00231_035,PRJ00231,Design Freeze,Design,2025-12-28,2026-02-05,,Forecast,Permits/Consents,Construction Manager
MS00231_036,PRJ00231,Long-lead Equipment Ordered,Procurement,2025-12-29,2026-01-06,2026-01-14,Completed,,Consents Lead
MS00231_037,PRJ00231,Contract Award,Procurement,2026-01-05,2026-01-06,2026-01-07,Completed,,Consents Lead
MS00231_038,PRJ00231,Closeout & Benefits Review,Commissioning,2026-01-17,2026-01-29,2026-01-18,Completed,,Engineering Manager
MS00231_039,PRJ00231,Primary Plant Installed,Construction,2026-01-29,2026-01-17,2026-01-18,Completed,,Stakeholder Manager
MS00231_040,PRJ00231,Site Mobilisation,Construction,2026-02-19,2026-02-15,,Due,,Construction Manager
MS00231_041,PRJ00231,Design Freeze,Design,2026-03-11,2026-02-27,,Due,,HSE Lead
MS00231_042,PRJ00231,Stakeholder Engagement Plan,Planning & Consents,2026-03-20,2026-03-20,,Due,,Stakeholder Manager
MS00231_043,PRJ00231,Handover to Operations,Commissioning,2026-03-23,2026-03-21,2026-01-18,Completed,,HSE Lead
MS00231_044,PRJ00231,Planning Submission,Planning & Consents,2026-06-16,2026-06-04,,Due,,Construction Manager
MS00231_045,PRJ00231,Primary Plant Installed,Construction,2026-06-18,2026-06-27,,Due,,Construction Manager
MS00231_046,PRJ00231,Equipment Delivered,Procurement,2026-08-07,2026-08-23,2026-01-18,Completed,,Consents Lead
MS00231_047,PRJ00231,Civils Complete,Construction,2026-08-18,2026-08-21,,Due,,Programme Controls
MS00231_048,PRJ00231,As-built Documentation Complete,Commissioning,2026-08-29,2026-08-17,,Due,,Consents Lead
MS00231_049,PRJ00231,Land Access Secured,Planning & Consents,2026-09-20,2026-10-16,,Due,,Stakeholder Manager
MS00231_050,PRJ00231,Construction Start,Construction,2026-11-03,2026-12-09,,Due,,Commercial Manager
MS00231_051,PRJ00231,Design Freeze,Design,2026-11-12,2026-11-24,,Due,,HSE Lead
MS00231_052,PRJ00231,Site Mobilisation,Construction,2026-11-14,2026-11-14,,Due,,Engineering Manager
MS00231_053,PRJ00231,Stakeholder Engagement Plan,Planning & Consents,2026-12-26,2026-12-27,,Due,,Construction Manager
MS00231_054,PRJ00231,Detailed Design Complete,Design,2026-12-27,2027-01-09,,Due,,HSE Lead
